timestamp,open,high,low,close,volume
2024-09-16 09:30:00.076000,419.0136913511503,420.16083972785447,415.9935499117676,418.1254242322982,29492108
2024-09-16 11:00:00.076000,418.1341184059276,418.9938572143888,415.2586125991972,415.5223932018488,30133289
2024-09-16 12:30:00.076000,415.5043487704906,418.3969489833373,413.3129990834692,414.2494717641271,29782167
2024-09-16 14:00:00.076000,414.4073932661323,420.0776303648272,414.084034465305,415.6524798883652,30000073
2024-09-16 15:30:00.076000,415.64746054744427,418.8503690131187,413.7920261966617,417.7175143967126,10351641
2024-09-16 17:00:00.076000,417.7860322000021,418.5454724871357,414.6270619780392,415.18518014565575,301095
2024-09-16 18:30:00.076000,415.1542285608135,417.35942511966215,413.3528449804431,416.7363886713254,303288
2024-09-16 20:00:00.076000,416.3561857137546,417.290782717746,413.8801534897036,416.8739831924321,195120
2024-09-17 09:30:00.076000,416.8711605675353,417.8272808856695,413.5312347792755,415.663465126315,29716087
2024-09-17 11:00:00.076000,415.6688890620285,417.5012722009829,406.7780762241837,407.42518067119073,29317863
2024-09-17 12:30:00.076000,407.4342833126268,407.9172832156085,400.50980418093496,401.7207088475312,29556419
2024-09-17 14:00:00.076000,401.7089448695696,417.6528736868372,401.2637546245959,408.95040289725057,30037715
2024-09-17 15:30:00.076000,408.9742049560478,417.45238345000047,407.27082494083226,411.96927816108536,10061143
2024-09-17 17:00:00.076000,412.0210649761746,412.2875236373828,401.2440233147663,401.26775515605317,310911
2024-09-17 18:30:00.076000,400.6343297710982,409.501199458556,400.6343297710982,407.88623986423846,288141
2024-09-17 20:00:00.076000,407.68231238230726,409.7161739929993,406.1893500349969,407.7182175164222,215260
2024-09-18 09:30:00.076000,407.5568542817845,414.3802400305999,406.7521757028678,412.7940336479137,30312367
2024-09-18 11:00:00.076000,412.8136863234324,417.89568537062365,412.725063067626,415.7225341204464,30528025
2024-09-18 12:30:00.076000,415.6609124298351,417.8128372519198,413.3054011110164,413.8036307628981,30088010
2024-09-18 14:00:00.076000,413.8121677871327,417.2852901637372,406.8098921683818,415.5338245632194,29662786
2024-09-18 15:30:00.076000,415.547929204177,417.8657394628472,410.1207484053162,415.648357272124,10292900
2024-09-18 17:00:00.076000,415.7972245511348,417.7131615140729,414.8510211759774,415.7774844540023,309929
2024-09-18 18:30:00.076000,415.8775802358709,416.5291460511348,412.4740031764292,413.3426713538901,316873
2024-09-18 20:00:00.076000,413.0816600106267,417.458675945696,413.030601229766,416.03110389436,209570
2024-09-19 09:30:00.076000,416.15516031151657,420.7249986421909,413.6436438304241,419.79757472164295,29562841
2024-09-19 11:00:00.076000,419.7989177381858,423.9823757807749,418.9022930356552,422.71644328505846,29736798
2024-09-19 12:30:00.076000,422.7577170494299,425.7883148744691,417.1918552126504,417.1971683699896,29683955
2024-09-19 14:00:00.076000,417.21536814469016,421.0300142286447,413.69948753108224,419.2541242706471,29872791
2024-09-19 15:30:00.076000,419.2537639205775,422.9184186166023,417.7163261808582,422.3752740948706,10243934
2024-09-19 17:00:00.076000,422.4026875140564,425.6842137162579,421.135410759416,421.6678614856791,301201
2024-09-19 18:30:00.076000,421.6392151992633,423.417287113418,415.7630469320613,419.84419860402505,282497
2024-09-19 20:00:00.076000,419.90492746178575,421.2979984569377,417.7682938322613,420.8710685478716,206718
