timestamp,open,high,low,close,volume
2024-09-16 09:30:00.076000,419.0136913511503,420.16083972785447,415.2586125991972,415.5223932018488,59625397
2024-09-16 12:30:00.076000,415.5043487704906,420.0776303648272,413.3129990834692,415.6524798883652,59782240
2024-09-16 15:30:00.076000,415.64746054744427,418.8503690131187,413.7920261966617,415.18518014565575,10652736
2024-09-16 18:30:00.076000,415.1542285608135,417.35942511966215,413.3528449804431,416.8739831924321,498408
2024-09-17 09:30:00.076000,416.8711605675353,417.8272808856695,406.7780762241837,407.42518067119073,59033950
2024-09-17 12:30:00.076000,407.4342833126268,417.6528736868372,400.50980418093496,408.95040289725057,59594134
2024-09-17 15:30:00.076000,408.9742049560478,417.45238345000047,401.2440233147663,401.26775515605317,10372054
2024-09-17 18:30:00.076000,400.6343297710982,409.7161739929993,400.6343297710982,407.7182175164222,503401
2024-09-18 09:30:00.076000,407.5568542817845,417.89568537062365,406.7521757028678,415.7225341204464,60840392
2024-09-18 12:30:00.076000,415.6609124298351,417.8128372519198,406.8098921683818,415.5338245632194,59750796
2024-09-18 15:30:00.076000,415.547929204177,417.8657394628472,410.1207484053162,415.7774844540023,10602829
2024-09-18 18:30:00.076000,415.8775802358709,417.458675945696,412.4740031764292,416.03110389436,526443
2024-09-19 09:30:00.076000,416.15516031151657,423.9823757807749,413.6436438304241,422.71644328505846,59299639
2024-09-19 12:30:00.076000,422.7577170494299,425.7883148744691,413.69948753108224,419.2541242706471,59556746
2024-09-19 15:30:00.076000,419.2537639205775,425.6842137162579,417.7163261808582,421.6678614856791,10545135
2024-09-19 18:30:00.076000,421.6392151992633,423.417287113418,415.7630469320613,420.8710685478716,489215
2024-09-20 06:30:00.076000,420.90494984002174,420.90494984002174,420.90494984002174,420.90494984002174,99
2024-09-20 09:30:00.076000,420.8294946755936,430.3826994227024,420.8245796216523,428.47230366487696,59337831
2024-09-20 12:30:00.076000,428.5009051547859,432.2098939412302,420.90471961723887,428.0158828839311,59782442
2024-09-20 15:30:00.076000,427.9174007528339,430.24132113926976,421.971126636396,429.4313337606776,10687201
